transaction_id,visit_id,customer_id,order_id,purchase_date,payment_method,revenue
TX1042,V1290,U1039,ORD1042,2025-03-28 11:11:00,wallet,75.37
TX1043,V1292,U1039,ORD1043,2025-05-04 21:08:00,wallet,197.75
TX1044,V1333,U1044,ORD1044,2025-04-27 12:57:00,paypal,108.33
TX1045,V1371,U1049,ORD1045,2025-04-25 11:18:00,paypal,174.17
TX1046,V1372,U1049,ORD1046,2025-03-23 18:03:00,COD,505.72
TX1047,V1374,U1049,ORD1047,2025-05-07 19:42:00,wallet,492.9
TX1048,V1375,U1049,ORD1048,2025-04-06 14:08:00,COD,234.03
TX1049,V1376,U1049,ORD1049,2025-05-06 22:29:00,wallet,218.84
TX1050,V1407,U1054,ORD1050,2025-04-22 22:52:00,wallet,471.51
TX1051,V1408,U1054,ORD1051,2025-05-25 06:43:00,COD,292.95
TX1052,V1410,U1054,ORD1052,2025-04-21 11:12:00,COD,231.48
TX1053,V1412,U1054,ORD1053,2025-05-22 03:04:00,wallet,630.24
TX1054,V1413,U1054,ORD1054,2025-03-05 04:50:00,COD,1692.87
TX1055,V1416,U1054,ORD1055,2025-05-12 00:04:00,COD,122.52
TX1056,V1418,U1055,ORD1056,2025-04-21 15:39:00,credit_card,1880.26
TX1057,V1419,U1055,ORD1057,2025-05-01 11:31:00,wallet,114.62
TX1058,V1420,U1055,ORD1058,2025-03-19 17:23:00,wallet,156.02
TX1059,V1421,U1055,ORD1059,2025-04-13 05:14:00,paypal,767.08
TX1060,V1422,U1055,ORD1060,2025-05-26 11:47:00,wallet,495.78
TX1061,V1423,U1055,ORD1061,2025-05-16 21:47:00,credit_card,175.74
TX1062,V1438,U1059,ORD1062,2025-04-09 15:54:00,wallet,78.99
TX1063,V1440,U1059,ORD1063,2025-03-04 14:02:00,COD,734.38
TX1064,V1446,U1060,ORD1064,2025-04-01 19:08:00,wallet,130.94
TX1065,V1448,U1060,ORD1065,2025-05-09 15:50:00,credit_card,222.42
TX1066,V1465,U1063,ORD1066,2025-03-18 05:46:00,COD,179.38
TX1067,V1468,U1063,ORD1067,2025-03-07 23:33:00,paypal,197.58
TX1068,V1470,U1063,ORD1068,2025-05-11 04:24:00,COD,527.37
TX1069,V1475,U1065,ORD1069,2025-03-03 00:13:00,credit_card,268.84
TX1070,V1476,U1065,ORD1070,2025-05-16 04:30:00,paypal,391.2
TX1071,V1477,U1065,ORD1071,2025-03-03 05:26:00,credit_card,7.84
TX1072,V1487,U1066,ORD1072,2025-04-30 01:56:00,wallet,945.36
TX1073,V1488,U1066,ORD1073,2025-03-02 20:18:00,COD,20.72
TX1074,V1490,U1067,ORD1074,2025-03-28 11:03:00,COD,826.57
TX1075,V1492,U1067,ORD1075,2025-05-20 06:01:00,credit_card,869.29
TX1076,V1511,U1070,ORD1076,2025-05-13 04:04:00,credit_card,386.04
TX1077,V1513,U1070,ORD1077,2025-03-05 21:30:00,COD,191.98
TX1078,V1521,U1072,ORD1078,2025-04-16 17:04:00,credit_card,603.33
TX1079,V1522,U1072,ORD1079,2025-03-13 00:20:00,COD,636.24
TX1080,V1542,U1076,ORD1080,2025-04-18 16:41:00,paypal,172.38
TX1081,V1543,U1076,ORD1081,2025-05-11 05:07:00,credit_card,147.74
TX1082,V1544,U1076,ORD1082,2025-04-19 05:49:00,credit_card,447.66
TX1083,V1546,U1076,ORD1083,2025-05-27 16:05:00,wallet,374.0
TX1084,V1549,U1076,ORD1084,2025-03-01 08:41:00,paypal,100.85
TX1085,V1551,U1076,ORD1085,2025-05-02 13:25:00,wallet,30.72
TX1086,V1554,U1077,ORD1086,2025-05-18 02:07:00,COD,30.12
TX1087,V1555,U1077,ORD1087,2025-04-10 23:09:00,paypal,97.68
TX1088,V1557,U1078,ORD1088,2025-04-04 13:44:00,wallet,322.82
TX1089,V1559,U1078,ORD1089,2025-03-23 06:46:00,wallet,1641.72
TX1090,V1577,U1081,ORD1090,2025-05-17 21:44:00,paypal,246.0
TX1091,V1578,U1081,ORD1091,2025-05-03 20:28:00,wallet,528.57
TX1092,V1579,U1081,ORD1092,2025-04-16 18:57:00,COD,258.28
TX1093,V1582,U1081,ORD1093,2025-04-22 17:13:00,credit_card,55.05
TX1094,V1583,U1081,ORD1094,2025-04-02 22:51:00,COD,1066.48
TX1095,V1584,U1082,ORD1095,2025-05-16 23:49:00,COD,339.29
TX1096,V1586,U1082,ORD1096,2025-05-13 02:20:00,COD,302.73
TX1097,V1588,U1082,ORD1097,2025-03-31 05:31:00,paypal,191.58
TX1098,V1589,U1082,ORD1098,2025-05-10 23:17:00,COD,1308.12
TX1099,V1591,U1082,ORD1099,2025-04-23 23:42:00,credit_card,404.34
TX1100,V1594,U1082,ORD1100,2025-05-18 06:03:00,COD,3.09
TX1101,V1609,U1086,ORD1101,2025-03-04 16:41:00,COD,439.88
TX1102,V1611,U1086,ORD1102,2025-04-18 21:13:00,wallet,56.95
TX1103,V1612,U1086,ORD1103,2025-03-25 23:44:00,wallet,47.81
TX1104,V1613,U1086,ORD1104,2025-04-14 06:01:00,credit_card,75.05
TX1105,V1614,U1086,ORD1105,2025-03-30 11:10:00,paypal,979.76
TX1106,V1625,U1088,ORD1106,2025-04-04 02:31:00,COD,124.4
TX1107,V1626,U1088,ORD1107,2025-04-17 14:34:00,paypal,236.44
TX1108,V1627,U1088,ORD1108,2025-05-25 07:17:00,wallet,52.49
TX1109,V1628,U1088,ORD1109,2025-03-31 11:11:00,COD,413.6
TX1110,V1629,U1088,ORD1110,2025-04-02 13:45:00,credit_card,365.94
TX1111,V1685,U1096,ORD1111,2025-05-19 11:46:00,paypal,226.98
TX1112,V1686,U1096,ORD1112,2025-05-10 07:10:00,COD,737.25
TX1113,V1687,U1096,ORD1113,2025-05-06 07:14:00,paypal,304.91
TX1114,V1690,U1096,ORD1114,2025-05-15 11:14:00,COD,446.62
TX1115,V1693,U1097,ORD1115,2025-05-18 21:36:00,COD,871.83
TX1116,V1697,U1097,ORD1116,2025-05-04 09:36:00,COD,734.93
TX1117,V1699,U1097,ORD1117,2025-04-16 10:27:00,credit_card,546.78
TX1118,V1700,U1097,ORD1118,2025-03-23 13:28:00,credit_card,590.26
TX1119,V1701,U1097,ORD1119,2025-05-25 01:29:00,COD,690.48
TX1120,V1705,U1097,ORD1120,2025-05-08 10:13:00,credit_card,2801.04
TX1121,V1720,U1101,ORD1121,2025-05-18 20:34:00,wallet,403.52
TX1122,V1721,U1101,ORD1122,2025-04-02 15:19:00,paypal,992.58
TX1123,V1722,U1101,ORD1123,2025-05-04 00:19:00,credit_card,169.58
TX1124,V1724,U1101,ORD1124,2025-04-22 10:23:00,COD,363.78
TX1125,V1726,U1101,ORD1125,2025-04-10 08:23:00,credit_card,129.04
TX1126,V1727,U1101,ORD1126,2025-05-01 08:44:00,wallet,191.94
TX1127,V1766,U1107,ORD1127,2025-04-14 12:57:00,credit_card,1032.72
TX1128,V1768,U1107,ORD1128,2025-05-25 14:32:00,credit_card,422.7
TX1129,V1770,U1107,ORD1129,2025-05-17 05:57:00,wallet,340.08
TX1130,V1771,U1107,ORD1130,2025-05-06 11:29:00,credit_card,447.94
TX1131,V1772,U1107,ORD1131,2025-05-29 13:15:00,COD,381.16
TX1132,V1773,U1107,ORD1132,2025-06-01 17:36:00,wallet,1562.88
TX1133,V1775,U1107,ORD1133,2025-04-04 03:11:00,credit_card,452.64
TX1134,V1789,U1109,ORD1134,2025-05-09 03:17:00,paypal,206.22
TX1135,V1792,U1109,ORD1135,2025-04-08 09:57:00,COD,953.67
TX1136,V1794,U1109,ORD1136,2025-04-22 23:13:00,paypal,620.07
TX1137,V1797,U1110,ORD1137,2025-03-21 01:36:00,wallet,114.84
TX1138,V1798,U1110,ORD1138,2025-04-09 05:10:00,wallet,262.42
TX1139,V1801,U1110,ORD1139,2025-03-16 19:28:00,credit_card,335.92
TX1140,V1803,U1110,ORD1140,2025-03-14 10:33:00,COD,269.8
TX1141,V1856,U1118,ORD1141,2025-05-11 21:54:00,wallet,183.45
TX1142,V1857,U1118,ORD1142,2025-04-11 17:02:00,wallet,55.45
TX1143,V1858,U1118,ORD1143,2025-05-17 20:59:00,credit_card,187.63
TX1144,V1867,U1120,ORD1144,2025-03-18 05:58:00,wallet,139.23
TX1145,V1870,U1120,ORD1145,2025-05-12 15:13:00,wallet,464.14
TX1146,V1990,U1136,ORD1146,2025-03-16 05:14:00,credit_card,123.62
TX1147,V1991,U1136,ORD1147,2025-05-15 20:13:00,credit_card,1187.85
TX1148,V1993,U1136,ORD1148,2025-05-04 03:05:00,paypal,380.96
TX1149,V1994,U1136,ORD1149,2025-05-30 06:32:00,credit_card,1059.08
TX1150,V1995,U1136,ORD1150,2025-05-10 16:00:00,COD,430.98
TX1151,V1997,U1136,ORD1151,2025-03-08 18:54:00,COD,95.62
TX1152,V2003,U1137,ORD1152,2025-05-02 05:05:00,credit_card,346.47
TX1153,V2005,U1137,ORD1153,2025-05-04 19:38:00,wallet,514.8
TX1154,V2007,U1137,ORD1154,2025-05-09 00:14:00,COD,514.45
TX1155,V2019,U1139,ORD1155,2025-05-08 16:05:00,paypal,925.04
TX1156,V2020,U1139,ORD1156,2025-05-17 12:08:00,paypal,459.89
TX1157,V2027,U1141,ORD1157,2025-03-11 17:16:00,credit_card,118.35
TX1158,V2028,U1141,ORD1158,2025-04-23 12:46:00,COD,160.92
TX1159,V2029,U1141,ORD1159,2025-04-04 22:24:00,paypal,188.69
TX1160,V2031,U1141,ORD1160,2025-05-15 11:59:00,paypal,95.99
TX1161,V2032,U1141,ORD1161,2025-03-29 14:39:00,wallet,480.99
TX1162,V2034,U1141,ORD1162,2025-04-25 03:01:00,credit_card,1055.19
TX1163,V2123,U1155,ORD1163,2025-03-16 09:25:00,wallet,703.6
TX1164,V2124,U1155,ORD1164,2025-03-28 03:21:00,wallet,353.24
TX1165,V2139,U1158,ORD1165,2025-05-01 08:11:00,credit_card,236.51
TX1166,V2140,U1158,ORD1166,2025-05-25 07:18:00,COD,88.54
TX1167,V2142,U1158,ORD1167,2025-03-24 05:57:00,credit_card,344.77
TX1168,V2144,U1158,ORD1168,2025-05-04 01:20:00,COD,548.07
TX1169,V2145,U1158,ORD1169,2025-03-28 21:07:00,wallet,120.84
TX1170,V2184,U1165,ORD1170,2025-03-23 14:42:00,credit_card,110.03
TX1171,V2185,U1165,ORD1171,2025-04-30 11:04:00,credit_card,79.04
TX1172,V2205,U1168,ORD1172,2025-03-18 04:58:00,credit_card,417.07
TX1173,V2206,U1168,ORD1173,2025-04-24 15:00:00,credit_card,1403.76
TX1174,V2208,U1168,ORD1174,2025-04-10 01:19:00,wallet,319.32
TX1175,V2209,U1168,ORD1175,2025-04-22 05:48:00,COD,410.3
TX1176,V2210,U1168,ORD1176,2025-05-24 04:04:00,wallet,1019.71
TX1177,V2211,U1168,ORD1177,2025-04-29 06:29:00,COD,122.95
TX1178,V2250,U1174,ORD1178,2025-03-19 12:57:00,credit_card,753.97
TX1179,V2253,U1174,ORD1179,2025-05-09 23:12:00,COD,16.48
TX1180,V2254,U1174,ORD1180,2025-03-01 16:10:00,credit_card,131.39
TX1181,V2256,U1174,ORD1181,2025-04-08 09:50:00,paypal,1401.39
TX1182,V2344,U1184,ORD1182,2025-03-23 13:26:00,COD,127.85
TX1183,V2345,U1184,ORD1183,2025-04-07 10:35:00,paypal,223.92
TX1184,V2347,U1184,ORD1184,2025-03-06 13:15:00,paypal,411.68
TX1185,V2401,U1192,ORD1185,2025-04-22 09:40:00,COD,618.11
TX1186,V2402,U1192,ORD1186,2025-05-17 09:31:00,paypal,300.0
TX1187,V2403,U1192,ORD1187,2025-05-16 11:27:00,paypal,108.84
TX1188,V2425,U1196,ORD1188,2025-04-14 16:06:00,COD,343.57
TX1189,V2426,U1196,ORD1189,2025-04-12 07:26:00,COD,19.0
TX1190,V2427,U1196,ORD1190,2025-04-14 18:06:00,credit_card,691.15
TX1191,V2438,U1198,ORD1191,2025-03-09 09:03:00,credit_card,87.75
TX1192,V2440,U1198,ORD1192,2025-04-06 12:36:00,credit_card,7.04
TX1193,V2442,U1198,ORD1193,2025-05-03 23:31:00,paypal,390.55
TX1194,V2444,U1199,ORD1194,2025-03-19 19:31:00,paypal,226.91
TX1195,V2446,U1199,ORD1195,2025-04-25 09:20:00,wallet,958.1
TX1196,V2448,U1199,ORD1196,2025-03-21 05:18:00,COD,453.8
TX1197,V2469,U1204,ORD1197,2025-03-05 03:16:00,wallet,434.04
TX1198,V2489,U1208,ORD1198,2025-03-27 21:22:00,COD,342.27
TX1199,V2490,U1208,ORD1199,2025-04-11 22:32:00,COD,544.99
TX1200,V2492,U1208,ORD1200,2025-04-05 23:30:00,credit_card,400.09
TX1201,V2495,U1208,ORD1201,2025-05-31 22:46:00,wallet,701.57
TX1202,V2496,U1208,ORD1202,2025-04-21 15:23:00,COD,1549.32
TX1203,V2498,U1208,ORD1203,2025-03-19 13:59:00,COD,509.52
TX1204,V2500,U1208,ORD1204,2025-05-14 16:45:00,COD,114.62
TX1205,V2501,U1208,ORD1205,2025-04-22 23:56:00,credit_card,128.28
TX1206,V2503,U1209,ORD1206,2025-05-20 13:38:00,wallet,276.33
TX1207,V2504,U1209,ORD1207,2025-05-06 18:05:00,paypal,98.17
TX1208,V2507,U1209,ORD1208,2025-05-08 05:57:00,COD,590.48
TX1209,V2511,U1209,ORD1209,2025-03-03 04:03:00,credit_card,473.82
TX1210,V2512,U1210,ORD1210,2025-04-20 08:25:00,credit_card,69.28
TX1211,V2513,U1210,ORD1211,2025-04-06 23:11:00,COD,364.22
TX1212,V2514,U1210,ORD1212,2025-04-17 04:53:00,paypal,226.19
TX1213,V2516,U1210,ORD1213,2025-05-30 02:17:00,credit_card,123.85
TX1214,V2517,U1210,ORD1214,2025-03-11 01:39:00,COD,631.36
TX1215,V2523,U1211,ORD1215,2025-05-21 13:20:00,credit_card,286.82
TX1216,V2524,U1211,ORD1216,2025-04-21 14:51:00,paypal,663.62
TX1217,V2525,U1211,ORD1217,2025-04-23 00:52:00,paypal,81.25
TX1218,V2529,U1211,ORD1218,2025-04-15 16:01:00,paypal,388.58
TX1219,V2530,U1211,ORD1219,2025-03-09 14:01:00,credit_card,992.55
TX1220,V2531,U1211,ORD1220,2025-05-20 00:02:00,COD,79.39
TX1221,V2532,U1211,ORD1221,2025-05-30 00:42:00,paypal,321.59
TX1222,V2533,U1211,ORD1222,2025-04-17 10:21:00,paypal,143.51
TX1223,V2539,U1213,ORD1223,2025-04-04 11:01:00,wallet,506.46
TX1224,V2540,U1213,ORD1224,2025-05-08 23:10:00,paypal,358.8
TX1225,V2541,U1213,ORD1225,2025-03-04 05:00:00,COD,245.92
TX1226,V2542,U1213,ORD1226,2025-05-20 22:05:00,wallet,658.72
TX1227,V2543,U1213,ORD1227,2025-03-22 21:07:00,COD,421.68
TX1228,V2546,U1213,ORD1228,2025-03-23 19:57:00,credit_card,209.4
TX1229,V2548,U1213,ORD1229,2025-03-14 02:25:00,credit_card,750.89
TX1230,V2564,U1215,ORD1230,2025-03-11 18:52:00,COD,317.8
TX1231,V2566,U1215,ORD1231,2025-04-29 08:16:00,paypal,313.92
TX1232,V2592,U1218,ORD1232,2025-04-16 14:10:00,wallet,238.36
TX1233,V2594,U1218,ORD1233,2025-03-19 19:22:00,COD,762.98
TX1234,V2595,U1218,ORD1234,2025-05-06 21:25:00,COD,384.41
TX1235,V2597,U1218,ORD1235,2025-04-06 04:47:00,COD,267.97
TX1236,V2598,U1218,ORD1236,2025-04-11 11:12:00,wallet,207.61
TX1237,V2614,U1221,ORD1237,2025-05-23 09:52:00,credit_card,424.73
TX1238,V2615,U1221,ORD1238,2025-03-24 20:19:00,credit_card,1282.44
TX1239,V2616,U1221,ORD1239,2025-04-11 04:02:00,credit_card,1716.11
TX1240,V2617,U1221,ORD1240,2025-05-24 06:08:00,paypal,319.44
TX1241,V2659,U1227,ORD1241,2025-03-07 18:09:00,COD,398.25
TX1242,V2660,U1227,ORD1242,2025-03-08 02:59:00,paypal,346.14
TX1243,V2662,U1227,ORD1243,2025-03-18 10:19:00,wallet,152.76
TX1244,V2663,U1227,ORD1244,2025-04-28 21:46:00,wallet,956.86
TX1245,V2666,U1227,ORD1245,2025-05-01 21:14:00,credit_card,742.58
TX1246,V2684,U1231,ORD1246,2025-04-06 17:55:00,paypal,336.32
TX1247,V2688,U1231,ORD1247,2025-05-25 04:47:00,paypal,81.87
TX1248,V2723,U1235,ORD1248,2025-04-01 09:14:00,credit_card,515.91
TX1249,V2725,U1235,ORD1249,2025-05-07 09:08:00,COD,492.52
TX1250,V2730,U1237,ORD1250,2025-03-05 23:05:00,COD,419.05
TX1251,V2731,U1237,ORD1251,2025-05-05 18:42:00,COD,1266.91
TX1252,V2732,U1237,ORD1252,2025-04-11 16:26:00,wallet,190.66
TX1253,V2738,U1239,ORD1253,2025-04-07 10:11:00,wallet,214.67
TX1254,V2739,U1239,ORD1254,2025-04-09 03:28:00,wallet,42.42
TX1255,V2740,U1239,ORD1255,2025-04-26 21:06:00,wallet,51.74
TX1256,V2759,U1244,ORD1256,2025-05-01 10:21:00,wallet,301.02
TX1257,V2762,U1244,ORD1257,2025-03-11 03:44:00,wallet,109.74
TX1258,V2763,U1244,ORD1258,2025-04-03 02:53:00,wallet,1137.69
TX1259,V2764,U1244,ORD1259,2025-03-08 03:44:00,credit_card,255.98
TX1260,V2774,U1247,ORD1260,2025-03-21 01:12:00,credit_card,875.78
TX1261,V2776,U1247,ORD1261,2025-05-01 03:16:00,credit_card,716.57
TX1262,V2785,U1249,ORD1262,2025-05-21 09:50:00,wallet,863.51
TX1263,V2786,U1250,ORD1263,2025-04-15 17:52:00,wallet,482.81
TX1264,V2787,U1250,ORD1264,2025-05-31 19:44:00,wallet,399.27
TX1265,V2788,U1250,ORD1265,2025-04-22 19:19:00,wallet,465.7
TX1266,V2789,U1250,ORD1266,2025-04-30 07:42:00,wallet,457.98
TX1267,V2790,U1250,ORD1267,2025-05-14 17:10:00,wallet,77.31
TX1268,V2792,U1250,ORD1268,2025-04-25 14:08:00,paypal,232.82
TX1269,V2794,U1250,ORD1269,2025-04-21 07:58:00,COD,102.1
TX1270,V2796,U1250,ORD1270,2025-03-16 06:16:00,wallet,1017.23
TX1271,V2822,U1254,ORD1271,2025-05-17 00:03:00,paypal,444.94
TX1272,V2823,U1254,ORD1272,2025-03-28 16:15:00,COD,1729.06
TX1273,V2824,U1254,ORD1273,2025-04-25 06:14:00,COD,845.6
TX1274,V2829,U1254,ORD1274,2025-05-24 10:58:00,COD,103.99
TX1275,V2837,U1256,ORD1275,2025-03-11 18:25:00,paypal,442.92
TX1276,V2838,U1256,ORD1276,2025-05-22 06:54:00,wallet,197.67
TX1277,V2839,U1256,ORD1277,2025-05-22 06:45:00,credit_card,117.68
TX1278,V2841,U1256,ORD1278,2025-04-26 06:27:00,COD,103.48
TX1279,V2854,U1259,ORD1279,2025-05-13 07:53:00,credit_card,135.42
TX1280,V2857,U1260,ORD1280,2025-05-31 12:52:00,credit_card,607.14
TX1281,V2860,U1261,ORD1281,2025-03-23 10:54:00,COD,221.03
TX1282,V2861,U1261,ORD1282,2025-04-12 20:03:00,paypal,47.13
TX1283,V2862,U1261,ORD1283,2025-03-26 07:34:00,credit_card,261.92
TX1284,V2882,U1265,ORD1284,2025-05-05 18:56:00,paypal,191.43
TX1285,V2885,U1265,ORD1285,2025-05-02 14:51:00,COD,333.71
TX1286,V2886,U1265,ORD1286,2025-04-05 21:30:00,credit_card,351.89
TX1287,V2887,U1265,ORD1287,2025-05-19 23:40:00,paypal,283.72
TX1288,V2888,U1265,ORD1288,2025-03-13 06:24:00,credit_card,336.53
TX1289,V2889,U1265,ORD1289,2025-05-25 13:08:00,COD,220.06
TX1290,V2890,U1265,ORD1290,2025-05-24 19:27:00,COD,290.33
TX1291,V2892,U1265,ORD1291,2025-05-28 10:57:00,credit_card,40.62
TX1292,V2893,U1265,ORD1292,2025-05-30 17:14:00,paypal,983.4
TX1293,V2896,U1266,ORD1293,2025-05-19 22:02:00,wallet,389.12
TX1294,V2901,U1266,ORD1294,2025-05-02 11:09:00,COD,1709.55
TX1295,V2962,U1275,ORD1295,2025-04-10 09:28:00,COD,728.56
TX1296,V2964,U1275,ORD1296,2025-03-27 07:12:00,paypal,895.68
TX1297,V2973,U1277,ORD1297,2025-04-18 10:27:00,credit_card,706.69
TX1298,V2974,U1277,ORD1298,2025-03-22 21:05:00,credit_card,80.36
TX1299,V2977,U1277,ORD1299,2025-05-16 02:28:00,wallet,780.81
TX1300,V2979,U1277,ORD1300,2025-04-18 00:29:00,credit_card,385.4
TX1301,V2980,U1277,ORD1301,2025-03-15 01:23:00,credit_card,398.6
TX1302,V2998,U1280,ORD1302,2025-04-09 03:22:00,credit_card,289.5
TX1303,V3000,U1280,ORD1303,2025-04-08 15:36:00,COD,968.87
TX1304,V3001,U1280,ORD1304,2025-04-11 10:20:00,COD,76.14
TX1305,V3002,U1281,ORD1305,2025-04-28 05:34:00,COD,58.65
TX1306,V3004,U1281,ORD1306,2025-04-24 12:54:00,wallet,263.73
TX1307,V3006,U1281,ORD1307,2025-06-01 05:32:00,wallet,395.85
TX1308,V3035,U1286,ORD1308,2025-05-25 10:24:00,COD,622.58
TX1309,V3036,U1286,ORD1309,2025-05-01 09:14:00,credit_card,144.19
TX1310,V3039,U1286,ORD1310,2025-04-02 02:22:00,credit_card,224.68
TX1311,V3041,U1286,ORD1311,2025-04-02 00:16:00,paypal,1470.24
TX1312,V3042,U1286,ORD1312,2025-04-19 02:45:00,paypal,536.66
TX1313,V3045,U1286,ORD1313,2025-05-04 03:53:00,wallet,665.43
TX1314,V3046,U1286,ORD1314,2025-05-18 23:59:00,paypal,244.34
TX1315,V3069,U1289,ORD1315,2025-05-27 17:56:00,wallet,461.4
TX1316,V3070,U1289,ORD1316,2025-04-27 21:43:00,wallet,372.05
TX1317,V3071,U1290,ORD1317,2025-04-28 08:45:00,wallet,153.28
TX1318,V3074,U1290,ORD1318,2025-04-11 11:19:00,credit_card,32.44
TX1319,V3075,U1290,ORD1319,2025-03-08 18:02:00,credit_card,382.52
TX1320,V3084,U1292,ORD1320,2025-03-12 02:09:00,wallet,417.72
TX1321,V3085,U1292,ORD1321,2025-04-02 12:53:00,paypal,878.68
TX1322,V3088,U1292,ORD1322,2025-05-10 14:04:00,COD,540.21
TX1323,V3091,U1292,ORD1323,2025-03-29 01:33:00,COD,224.6
TX1324,V3105,U1296,ORD1324,2025-04-28 14:26:00,paypal,67.75
TX1325,V3107,U1296,ORD1325,2025-03-26 10:34:00,credit_card,85.16
TX1326,V3113,U1296,ORD1326,2025-05-17 12:20:00,wallet,1111.99
TX1327,V3123,U1298,ORD1327,2025-03-13 21:55:00,credit_card,929.18
TX1328,V3124,U1298,ORD1328,2025-05-05 07:46:00,paypal,184.27
TX1329,V3125,U1298,ORD1329,2025-05-22 17:49:00,COD,454.15
TX1330,V3126,U1298,ORD1330,2025-04-21 04:34:00,COD,212.96
TX1331,V3127,U1299,ORD1331,2025-04-18 23:54:00,COD,10.2
TX1332,V3128,U1299,ORD1332,2025-05-27 16:09:00,paypal,355.4
TX1333,V3129,U1299,ORD1333,2025-04-16 19:11:00,paypal,698.04
TX1334,V3175,U1305,ORD1334,2025-04-28 20:17:00,paypal,45.41
TX1335,V3177,U1305,ORD1335,2025-05-05 11:49:00,paypal,776.78
TX1336,V3179,U1305,ORD1336,2025-03-28 00:40:00,credit_card,1214.36
TX1337,V3181,U1305,ORD1337,2025-05-18 18:27:00,paypal,761.75
TX1338,V3183,U1305,ORD1338,2025-03-09 08:16:00,COD,200.43
TX1339,V3187,U1306,ORD1339,2025-04-23 19:11:00,COD,70.34
TX1340,V3189,U1306,ORD1340,2025-03-13 09:52:00,paypal,22.92
TX1341,V3193,U1306,ORD1341,2025-05-25 13:24:00,credit_card,431.05
TX1342,V3198,U1307,ORD1342,2025-04-05 23:33:00,COD,128.17
TX1343,V3199,U1307,ORD1343,2025-05-06 06:04:00,paypal,237.23
TX1344,V3211,U1309,ORD1344,2025-04-14 05:27:00,wallet,546.87
TX1345,V3212,U1309,ORD1345,2025-05-01 12:49:00,wallet,291.2
TX1346,V3213,U1309,ORD1346,2025-05-18 02:51:00,credit_card,289.19
